artist,song,year,decade,genre,popularity,danceability,energy,valence,tempo,loudness_norm,hit_formula_score
Coldplay,Hymn for the Weekend,2015,2010s,"rock, pop",82,0.491,0.693,0.412,90.027,0.6931020851862832,0.5519
Coldplay,Viva La Vida,2008,2000s,"rock, pop",80,0.486,0.617,0.417,138.015,0.6620713509240043,0.5518
Travis Scott,Antidote,2015,2010s,"hip hop, Dance/Electronic",73,0.713,0.526,0.131,131.05,0.7643047731989328,0.5518
Train,Drops of Jupiter (Tell Me),2001,2000s,pop,77,0.481,0.638,0.497,79.064,0.7239845834568633,0.5513
Ginuwine,Differences,2001,2000s,"hip hop, pop, R&B",65,0.562,0.594,0.423,62.876,0.7874295879039431,0.5513
Alesso,Years - ラジオ・エディット,2012,2010s,"pop, Dance/Electronic",0,0.37,0.823,0.323,128.008,0.7050597885166517,0.5511
Joel Adams,Please Don't Go,2015,2010s,R&B,71,0.513,0.768,0.235,84.264,0.7731001087063939,0.551
The Chainsmokers,This Feeling,2018,2010s,"pop, Dance/Electronic",73,0.575,0.571,0.449,105.049,0.6229864611127582,0.551
Daniel Bedingfield,If You're Not The One,2002,2000s,pop,58,0.688,0.538,0.27,119.998,0.6377112362881707,0.5506
Daniel Bedingfield,If You're Not The One,2002,2000s,pop,58,0.688,0.538,0.27,119.998,0.6377112362881707,0.5506
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2016,2010s,hip hop,76,0.886,0.427,0.23,108.034,0.5181342029844845,0.5503
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2016,2010s,hip hop,76,0.886,0.427,0.23,108.034,0.5181342029844845,0.5503
Melanie C,I Turn To You,1999,1990s,"pop, Dance/Electronic",54,0.522,0.803,0.0783,135.205,0.7258128273544817,0.5495
Ashanti,Only U - No Intro,2004,2000s,"hip hop, pop, R&B",56,0.601,0.621,0.278,94.547,0.7381164146654807,0.5491
JoJo,Leave (Get Out) - Radio Edit,2005,2000s,"hip hop, pop, R&B",49,0.656,0.513,0.464,86.891,0.5841980432849095,0.5489
Blue,Sorry Seems To Be The Hardest Word,2004,2000s,pop,57,0.564,0.6,0.442,78.955,0.6769443620911157,0.5486
James Arthur,Impossible,2013,2010s,pop,75,0.376,0.695,0.302,169.533,0.7773495404684257,0.5483
Creed,My Sacrifice,2001,2000s,"pop, rock, metal",69,0.32,0.88,0.257,146.349,0.7154363079355668,0.5479
Kasabian,Fire,2009,2000s,rock,64,0.525,0.742,0.179,117.029,0.7348058108508746,0.5475
The Band Perry,If I Die Young,2010,2010s,country,64,0.606,0.497,0.362,130.739,0.6869749975294,0.5469
The Band Perry,If I Die Young,2010,2010s,country,64,0.606,0.497,0.362,130.739,0.6869749975294,0.5469
Take That,The Flood,2010,2010s,pop,57,0.514,0.83,0.138,100.631,0.7133610040517837,0.5466
G-Eazy,Him & I,2017,2010s,"hip hop, pop",0,0.589,0.731,0.191,87.908,0.7002174127878249,0.5466
G-Eazy,Him & I (with Halsey),2017,2010s,"hip hop, pop",75,0.589,0.731,0.191,87.908,0.7002174127878249,0.5466
The xx,Intro,2009,2000s,rock,2,0.617,0.778,0.152,100.363,0.5753038837829825,0.5465
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2014,2010s,"pop, R&B",76,0.659,0.381,0.426,119.844,0.7210198636228876,0.5462
Delta Goodrem,Born to Try,2003,2000s,pop,54,0.542,0.589,0.336,133.838,0.6769937740883487,0.5455
AWOLNATION,Sail,2011,2010s,"pop, rock",2,0.825,0.435,0.243,119.038,0.5401719537503705,0.5454
Matt Cardle,When We Collide,2011,2010s,pop,46,0.443,0.683,0.447,81.986,0.7408340745132918,0.5452
Avril Lavigne,When You're Gone,2007,2000s,pop,68,0.457,0.719,0.168,142.034,0.8198932700859769,0.5445
Green Day,21 Guns,2009,2000s,rock,73,0.268,0.742,0.416,159.779,0.769591856902856,0.5444
Céline Dion,A New Day Has Come - Radio Remix,2001,2000s,pop,59,0.574,0.691,0.195,91.969,0.7614882893566558,0.5442
Default,Wasting My Time,2001,2000s,"rock, pop, metal",40,0.443,0.769,0.17,147.973,0.7404387785354284,0.5442
Missy Elliott,Hot Boyz,1998,1990s,"hip hop, pop, R&B",49,0.727,0.445,0.527,81.125,0.4581974503409428,0.544
Justin Timberlake,Mirrors,2013,2010s,pop,78,0.574,0.512,0.512,76.899,0.684356161676055,0.5437
Sisqo,Incomplete,1999,1990s,"hip hop, pop, R&B",60,0.746,0.443,0.272,119.311,0.6335112165233718,0.5436
Atomic Kitten,Eternal Flame - Single Version,2001,2000s,pop,58,0.578,0.581,0.408,83.293,0.6743255262377704,0.543
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),2015,2010s,"hip hop, pop",68,0.589,0.658,0.251,77.521,0.752347069868564,0.543
Staind,It's Been Awhile,2001,2000s,"rock, metal",64,0.509,0.774,0.0824,116.529,0.8133214744539975,0.5429
Shinedown,Second Chance,2008,2000s,"rock, metal",67,0.46,0.796,0.182,100.011,0.7912343116908784,0.5421
benny blanco,Eastside (with Halsey & Khalid),2018,2010s,"hip hop, pop",75,0.56,0.68,0.319,89.391,0.6357347563988537,0.5419
Black Eyed Peas,Just Can’t Get Enough,2010,2010s,"hip hop, pop",76,0.659,0.628,0.262,94.05,0.5844945152683071,0.5418
Selena Gomez,Good For You,2015,2010s,pop,0,0.6,0.676,0.217,88.928,0.6950785650756004,0.5411
Westlife,My Love,2000,2000s,pop,68,0.491,0.593,0.328,144.142,0.7184010277695424,0.541
JAY-Z,Holy Grail,2013,2010s,hip hop,62,0.676,0.534,0.156,145.082,0.6726455183318509,0.5409
Bad Meets Evil,Lighters,2011,2010s,"hip hop, pop",68,0.676,0.695,0.144,90.268,0.6021840102776954,0.5408
Drake,"Hold On, We're Going Home",2013,2010s,"hip hop, pop, R&B",72,0.773,0.414,0.289,99.993,0.6462100998122344,0.5401
Hinder,Better Than Me,2019,2010s,"pop, rock, metal",30,0.451,0.682,0.254,139.913,0.7520011858879336,0.5394
Tyga,Rack City,2012,2010s,"hip hop, pop",61,0.929,0.339,0.273,98.986,0.47598576934479686,0.5389
Beyoncé,Single Ladies (Put a Ring on It),2008,2000s,"pop, R&B",67,0.426,0.584,0.272,193.437,0.7521000098823994,0.5377
Black Eyed Peas,Imma Be,2009,2000s,"hip hop, pop",61,0.597,0.517,0.412,92.035,0.6695819745034094,0.5372
Coldplay,Every Teardrop Is a Waterfall,2011,2010s,"rock, pop",69,0.425,0.732,0.333,117.98,0.6735349342820437,0.5371
Ariana Grande,Love Me Harder,2014,2010s,pop,74,0.472,0.714,0.24,98.992,0.7967684553809665,0.5371
Ariana Grande,Love Me Harder,2014,2010s,pop,74,0.472,0.714,0.24,98.992,0.7967684553809665,0.5371
Kanye West,Love Lockdown,2008,2000s,hip hop,66,0.76,0.524,0.112,119.603,0.6346476924597292,0.5364
Kanye West,Love Lockdown,2008,2000s,hip hop,66,0.76,0.524,0.112,119.603,0.6346476924597292,0.5364
U2,Sometimes You Can't Make It On Your Own,2004,2000s,"World/Traditional, rock",56,0.53,0.597,0.346,96.0,0.7343611028757782,0.5356
Westlife,Mandy,2003,2000s,pop,57,0.447,0.636,0.376,105.678,0.7626247652930132,0.5355
Kelly Clarkson,Because of You,2004,2000s,"pop, R&B",71,0.587,0.583,0.15,139.92,0.7525447178574959,0.5347
Ariana Grande,One Last Time,2014,2010s,pop,79,0.628,0.593,0.104,125.026,0.764798893171262,0.5347
Maroon 5,Animals,2014,2010s,pop,79,0.279,0.742,0.328,189.868,0.6944362091115722,0.5339
Timbaland,Apologize,2007,2000s,"hip hop, pop, R&B",74,0.653,0.604,0.101,118.016,0.7163257238857594,0.5336
Alan Walker,Faded,2018,2010s,Dance/Electronic,78,0.468,0.627,0.159,179.642,0.7623777053068485,0.5331
James Blunt,You're Beautiful,2005,2000s,pop,75,0.675,0.479,0.454,81.998,0.5259412985472873,0.5329
Drake,God's Plan,2018,2010s,"hip hop, pop, R&B",81,0.754,0.449,0.357,77.169,0.5585038047237869,0.5322
Rudimental,Feel the Love (feat. John Newman),2013,2010s,"pop, Dance/Electronic",64,0.389,0.706,0.238,179.911,0.6752149421879632,0.532
Ne-Yo,So Sick,2006,2000s,"pop, R&B",75,0.452,0.574,0.58,92.791,0.6017393023025991,0.5318
Mary J. Blige,Rainy Dayz,2001,2000s,"pop, R&B",32,0.412,0.667,0.533,68.942,0.6679019665974899,0.5316
Coldplay,A Sky Full of Stars,2014,2010s,"rock, pop",80,0.545,0.675,0.162,124.97,0.6937444411503113,0.5312
Mumford & Sons,Little Lion Man,2009,2000s,"Folk/Acoustic, rock, pop",68,0.517,0.492,0.455,138.585,0.6158711335112165,0.5308
Kanye West,Mercy,2012,2010s,hip hop,73,0.563,0.496,0.426,139.993,0.5501037651941891,0.5306
Tory Lanez,LUV,2016,2010s,"hip hop, pop, R&B",0,0.688,0.541,0.247,95.109,0.6120169977270481,0.5304
Dido,White Flag,2003,2000s,pop,44,0.512,0.525,0.294,169.951,0.6764996541160193,0.5301
Dido,White Flag,2003,2000s,pop,44,0.512,0.525,0.294,169.951,0.6764996541160193,0.5301
Charlie Puth,Dangerously,2016,2010s,pop,62,0.696,0.517,0.23,112.291,0.5996145864215832,0.5301
Sam Smith,Too Good At Goodbyes,2017,2010s,pop,79,0.681,0.372,0.476,91.873,0.6066310900286589,0.5294
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",2018,2010s,"hip hop, pop",68,0.745,0.346,0.112,203.911,0.632720624567645,0.5293
SAYGRACE,You Don't Own Me (feat. G-Eazy),2015,2010s,"pop, R&B",55,0.336,0.664,0.294,186.394,0.7329775669532562,0.5287
Rihanna,Hard,2009,2000s,"hip hop, pop, R&B",55,0.31,0.746,0.163,182.032,0.8358039331949797,0.5285
Cheat Codes,Sex,2016,2010s,"pop, Dance/Electronic",0,0.51,0.692,0.209,102.42,0.7258128273544817,0.5279
Tom Walker,Leave a Light On,2017,2010s,"rock, pop",70,0.586,0.624,0.267,68.976,0.7198339756892974,0.5277
Petit Biscuit,Sunset Lover,2015,2010s,Dance/Electronic,71,0.783,0.467,0.236,90.838,0.5455084494515268,0.5261
iann dior,emotions,2019,2010s,"hip hop, pop",72,0.63,0.63,0.163,80.512,0.7067397964225713,0.5254
Alicia Keys,A Woman's Worth,2001,2000s,"pop, R&B",52,0.652,0.41,0.495,75.09,0.6023816582666272,0.525
Floetry,Say Yes,2002,2000s,"hip hop, pop, R&B",57,0.747,0.398,0.428,117.901,0.37464176302006125,0.5243
Donell Jones,Where I Wanna Be,1999,1990s,"pop, R&B",57,0.664,0.396,0.453,102.053,0.5624567645024211,0.5242
KALEO,Way down We Go,2015,2010s,"rock, classical",63,0.59,0.578,0.264,81.663,0.7271469512797707,0.5242
The Pussycat Dolls,Stickwitu,2005,2000s,"pop, R&B",67,0.548,0.554,0.382,79.918,0.6970056329676845,0.5238
The Pussycat Dolls,Stickwitu,2005,2000s,"pop, R&B",67,0.548,0.554,0.382,79.918,0.6970056329676845,0.5238
Birdy,Wings,2013,2010s,pop,48,0.474,0.707,0.224,83.235,0.7896037157821919,0.5238
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2007,2000s,"hip hop, pop, R&B",2,0.451,0.55,0.594,80.001,0.6115722897519518,0.5233
T-Pain,Bartender (feat. Akon),2007,2000s,"hip hop, pop, R&B",3,0.675,0.394,0.405,104.987,0.5917086668643147,0.5232
Plies,Shawty (feat. T Pain),2007,2000s,"hip hop, pop, R&B",61,0.444,0.708,0.26,105.412,0.7208222156339559,0.523
Becky G,Shower,2014,2010s,"pop, latin",78,0.699,0.529,0.121,119.987,0.6406759561221465,0.5222
Trey Songz,Na Na,2015,2010s,"hip hop, pop, R&B",62,0.67,0.476,0.235,96.975,0.7046644925387884,0.5212
Trey Songz,Na Na,2015,2010s,"hip hop, pop, R&B",62,0.67,0.476,0.235,96.975,0.7046644925387884,0.5212
Alicia Keys,No One,2007,2000s,"pop, R&B",77,0.644,0.549,0.167,90.04,0.7460717462199823,0.5208
Ariana Grande,7 rings,2019,2010s,pop,83,0.778,0.317,0.327,140.048,0.4833481569325032,0.5206
3 Doors Down,Here Without You,2002,2000s,"pop, rock, metal",74,0.557,0.533,0.233,143.994,0.6767961260994169,0.5205
Britney Spears,"I'm Not a Girl, Not Yet a Woman",2001,2000s,pop,58,0.534,0.543,0.418,78.996,0.6748196462100998,0.5203
Wiz Khalifa,See You Again (feat. Charlie Puth),2015,2010s,"hip hop, pop",81,0.689,0.481,0.283,80.025,0.6428994959976282,0.52
Mike Perry,The Ocean (feat. Shy Martin),2016,2010s,"pop, Dance/Electronic",70,0.632,0.575,0.188,90.037,0.6935467931613796,0.52
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,2012,2010s,hip hop,63,0.716,0.485,0.26,74.132,0.6309417926672596,0.5198
Sting,Desert Rose,1999,1990s,"rock, pop",62,0.586,0.659,0.147,111.989,0.6222946931514972,0.5193
Nelly,Just A Dream,2010,2010s,"hip hop, pop, R&B",73,0.531,0.752,0.103,89.917,0.7092103962842178,0.5192
Kendrick Lamar,m.A.A.d city,2012,2010s,hip hop,67,0.487,0.729,0.217,91.048,0.6768949500938827,0.5188
Post Malone,rockstar (feat. 21 Savage),2018,2010s,hip hop,83,0.585,0.52,0.129,159.801,0.7104456962150411,0.5178
Timbaland,Carry Out (Featuring Justin Timberlake),2009,2000s,"hip hop, pop, R&B",69,0.531,0.574,0.272,115.68,0.6829232137563,0.5175
Ella Mai,Trip,2018,2010s,"hip hop, pop, R&B",72,0.477,0.61,0.358,79.882,0.7355469908093685,0.5175
Arctic Monkeys,Do I Wanna Know?,2013,2010s,rock,84,0.548,0.532,0.405,85.03,0.6383041802549659,0.5167
Klingande,Jubel - Radio Edit,2013,2010s,"pop, Dance/Electronic",50,0.686,0.524,0.0951,124.938,0.6553513193003261,0.5166
Lloyd,Southside,2004,2000s,"hip hop, pop, R&B",59,0.688,0.404,0.448,75.007,0.5451625654708964,0.5163
Lana Del Rey,Lust for Life (with The Weeknd),2017,2010s,pop,0,0.499,0.676,0.295,99.979,0.5878051190829133,0.5159
Bryson Tiller,Don't,2015,2010s,"hip hop, pop, R&B",78,0.765,0.356,0.189,96.991,0.7391046546101393,0.5157
Bryson Tiller,Don't,2015,2010s,"hip hop, pop, R&B",78,0.765,0.356,0.189,96.991,0.7391046546101393,0.5157
Emeli Sandé,"Read All About It, Pt. III",2012,2010s,"pop, R&B",65,0.63,0.44,0.343,98.082,0.6585630991204664,0.5154
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),2003,2000s,"pop, R&B",55,0.663,0.465,0.279,127.932,0.5337978061073229,0.515
Adele,Chasing Pavements,2008,2000s,"pop, R&B",1,0.614,0.47,0.329,80.045,0.7127186480877556,0.5144
SAYGRACE,You Don't Own Me (feat. G-Eazy),2016,2010s,"pop, R&B",69,0.332,0.635,0.261,186.249,0.7343116908785453,0.5138
Mariah Carey,Against All Odds (Take A Look at Me Now) (feat. Westlife),2011,2010s,"pop, R&B",0,0.471,0.514,0.373,117.338,0.7369799387291234,0.5136
Drake,Take Care,2011,2010s,"hip hop, pop, R&B",75,0.629,0.515,0.299,121.845,0.5018282438976183,0.5134
Ciara,Body Party,2013,2010s,"pop, R&B",64,0.577,0.576,0.12,133.973,0.7023915406660737,0.5134
Matchbox Twenty,Unwell,2002,2000s,"pop, rock",63,0.256,0.788,0.429,80.718,0.7535823697993873,0.513
Martin Garrix,Scared to Be Lonely,2017,2010s,"pop, Dance/Electronic",77,0.584,0.54,0.195,137.972,0.6289159007807096,0.5125
Billie Eilish,bury a friend,2019,2010s,"pop, Dance/Electronic",75,0.905,0.389,0.196,120.046,0.29691669137266524,0.5125
Christina Aguilera,I Turn to You,1999,1990s,pop,61,0.599,0.47,0.298,127.177,0.6007510623579405,0.5105
Gesaffelstein,Lost in the Fire (feat. The Weeknd),2019,2010s,Dance/Electronic,84,0.658,0.671,0.166,100.966,0.41031722502223533,0.5104
Justin Bieber,Love Yourself,2015,2010s,pop,0,0.609,0.378,0.515,100.418,0.5280166024310703,0.5096
Savage Garden,Crash and Burn,1999,1990s,pop,54,0.581,0.607,0.213,102.03,0.5957110386401818,0.509
Will Young,Leave Right Now,2003,2000s,pop,55,0.641,0.445,0.383,81.931,0.5850380472378693,0.5089
Will Young,Leave Right Now,2003,2000s,pop,55,0.641,0.445,0.383,81.931,0.5850380472378693,0.5089
My Chemical Romance,Welcome to the Black Parade,2006,2000s,rock,76,0.217,0.905,0.236,96.95,0.810900286589584,0.5087
Kelly Clarkson,Already Gone,2009,2000s,"pop, R&B",56,0.209,0.872,0.294,78.139,0.8655993675264355,0.5084
Dennis Lloyd,Nevermind,2017,2010s,pop,74,0.6,0.688,0.0793,99.977,0.6015910663109002,0.5081
Creed,One Last Breath - Radio Version,2015,2010s,"pop, rock, metal",47,0.38,0.725,0.202,130.581,0.7125210000988239,0.5078
Lewis Capaldi,Someone You Loved,2019,2010s,pop,84,0.501,0.405,0.446,109.891,0.7330269789504892,0.5056
Frankie J,Don't Wanna Try,2003,2000s,"hip hop, pop, R&B",49,0.655,0.433,0.199,130.127,0.6392430082023915,0.5055
Rihanna,Unfaithful,2006,2000s,"hip hop, pop, R&B",70,0.588,0.391,0.349,144.069,0.5883486510524756,0.5042
Amy Winehouse,Rehab,2006,2000s,R&B,71,0.407,0.558,0.777,71.815,0.3411898408933689,0.5041
The Weeknd,Call Out My Name,2018,2010s,"pop, R&B",80,0.461,0.593,0.175,134.17,0.768850676944362,0.504
Kiiara,Gold,2015,2010s,"rock, pop, Dance/Electronic",55,0.6,0.412,0.408,113.049,0.5519814210890404,0.5039
James Morrison,I Won't Let You Go,2011,2010s,"pop, R&B",64,0.537,0.611,0.161,105.955,0.696066805020259,0.5034
Bruno Mars,Talking to the Moon,2010,2010s,pop,76,0.498,0.59,0.0784,145.867,0.7803636722996343,0.5026
Aaliyah,Miss You - Main,2002,2000s,"hip hop, pop, R&B",36,0.602,0.34,0.511,109.598,0.526089534538986,0.5015
Kanye West,Can't Tell Me Nothing,2007,2000s,hip hop,47,0.596,0.62,0.102,80.029,0.7105939322067398,0.5008
Flume,Say It,2016,2010s,Dance/Electronic,53,0.581,0.531,0.273,75.255,0.6762031821326218,0.5007
Lorde,Royals,2013,2010s,"pop, Dance/Electronic",77,0.674,0.428,0.337,84.878,0.544026089534539,0.5006
The Weeknd,The Hills,2015,2010s,"pop, R&B",84,0.585,0.564,0.137,113.003,0.6646407747801166,0.5001
Miley Cyrus,Wrecking Ball,2013,2010s,pop,77,0.53,0.422,0.349,119.964,0.704219784563692,0.4999
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2016,2010s,"pop, Dance/Electronic",0,0.735,0.451,0.0862,117.973,0.5998616464077478,0.4995
"Tyler, The Creator",EARFQUAKE,2019,2010s,hip hop,80,0.554,0.498,0.413,79.635,0.5755509437691472,0.4995
The Neighbourhood,Daddy Issues,2015,2010s,"rock, pop",85,0.588,0.521,0.337,85.012,0.5461508054155548,0.4985
Kodak Black,Tunnel Vision,2017,2010s,hip hop,51,0.497,0.489,0.231,171.853,0.6319794446091511,0.4983
Coldplay,In My Place,2002,2000s,"rock, pop",72,0.424,0.588,0.193,144.636,0.744095266330665,0.4967
Coldplay,Paradise,2011,2010s,"rock, pop",82,0.449,0.585,0.212,139.631,0.679563197944461,0.4951
Coldplay,Paradise,2011,2010s,"rock, pop",82,0.449,0.585,0.212,139.631,0.679563197944461,0.4951
Backstreet Boys,Incomplete,2005,2000s,pop,63,0.437,0.589,0.165,133.631,0.7747801166123135,0.4944
Coldplay,Princess of China,2011,2010s,"rock, pop",66,0.42,0.69,0.237,85.014,0.706245676450242,0.4943
Franz Ferdinand,Take Me Out,2004,2000s,rock,77,0.277,0.663,0.527,104.561,0.5777744836446289,0.4932
Klangkarussell,Sonnentanz - Sun Don't Shine,2014,2010s,"pop, Dance/Electronic",68,0.579,0.549,0.155,119.74,0.6053957900978357,0.4926
Adele,Hello,2015,2010s,"pop, R&B",1,0.471,0.431,0.289,157.98,0.7107915801956716,0.4925
Flume,Never Be Like You,2016,2010s,Dance/Electronic,0,0.443,0.558,0.248,116.838,0.7450340942780908,0.4922
Faith Hill,Breathe,1999,1990s,"pop, country",66,0.529,0.496,0.278,136.859,0.5685838521593043,0.492
XXXTENTACION,changes,2018,2010s,hip hop,79,0.669,0.308,0.52,64.934,0.5161577230951675,0.4916
Mario,Break Up,2009,2000s,"pop, R&B",51,0.44,0.517,0.475,73.881,0.6502124715881016,0.4907
Ronan Keating,If Tomorrow Never Comes,2002,2000s,"pop, rock",60,0.555,0.496,0.27,79.01,0.7104456962150411,0.4906
Martin Garrix,In the Name of Love,2016,2010s,"pop, Dance/Electronic",76,0.501,0.519,0.168,133.99,0.7230951675066707,0.4891
Rihanna,Needed Me,2016,2010s,"hip hop, pop, R&B",80,0.671,0.314,0.296,110.898,0.6138452416246665,0.4865
Future,Low Life (feat. The Weeknd),2016,2010s,"hip hop, pop",74,0.722,0.331,0.102,143.961,0.6287676647890108,0.486
Drake,Pop Style,2016,2010s,"hip hop, pop, R&B",63,0.713,0.462,0.0594,133.053,0.5181836149817176,0.4855
Lady Gaga,Shallow,2018,2010s,pop,82,0.572,0.385,0.323,95.799,0.6992785848403992,0.4852
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2015,2010s,"pop, rock, Dance/Electronic",78,0.262,0.606,0.275,189.857,0.6852455776262476,0.4828
Hoobastank,The Reason,2003,2000s,"pop, rock, metal",79,0.472,0.671,0.0681,82.952,0.7839213361004052,0.482
Christina Perri,human,2013,2010s,pop,59,0.439,0.489,0.253,143.808,0.7030338966301017,0.4819
The Goo Goo Dolls,Here Is Gone,2002,2000s,"pop, rock",56,0.338,0.685,0.221,102.192,0.7577823895641861,0.4816
Limp Bizkit,Behind Blue Eyes,2003,2000s,metal,70,0.595,0.489,0.0902,120.315,0.6845538096649867,0.4816
Brian McFadden,Almost Here,2004,2000s,set(),42,0.561,0.452,0.316,77.984,0.6517442435023224,0.4813
Jeezy,Soul Survivor,2005,2000s,"hip hop, pop",55,0.684,0.493,0.08,84.03,0.6317817966202194,0.4812
Ryan Cabrera,True,2004,2000s,pop,62,0.598,0.4,0.369,96.938,0.5168494910564284,0.4792
Lana Del Rey,Ride,2012,2010s,pop,66,0.373,0.686,0.189,93.763,0.7408834865105247,0.4792
Juice WRLD,Lucid Dreams,2018,2010s,hip hop,84,0.511,0.566,0.218,83.903,0.6563889712422176,0.4788
Ed Sheeran,Perfect,2017,2010s,pop,85,0.599,0.448,0.168,95.05,0.7017491847020456,0.4781
Lil Peep,Save That Shit,2017,2010s,hip hop,77,0.534,0.583,0.145,105.997,0.5851368712323352,0.4757
Bryson Tiller,Exchange,2015,2010s,"hip hop, pop, R&B",76,0.525,0.433,0.276,160.108,0.4899693645617155,0.4745
Tory Lanez,Say It,2016,2010s,"hip hop, pop, R&B",73,0.546,0.529,0.247,107.331,0.49426820832098034,0.4733
Passenger,Let Her Go,2012,2010s,pop,73,0.509,0.538,0.244,75.089,0.65120071153276,0.4712
Chord Overstreet,Hold On,2017,2010s,"pop, Folk/Acoustic",80,0.618,0.443,0.167,119.949,0.5352801660243107,0.4698
T-Pain,Can't Believe It (feat. Lil' Wayne),2008,2000s,"hip hop, pop, R&B",0,0.648,0.516,0.0756,89.828,0.5754027077774484,0.4697
J. Holiday,Suffocate - Superclean,2007,2000s,"hip hop, pop, R&B, Dance/Electronic",58,0.458,0.445,0.447,82.82,0.599021642454788,0.4693
Alicia Keys,You Don't Know My Name,2003,2000s,"pop, R&B",61,0.264,0.663,0.249,167.078,0.6052969661033699,0.4691
Rae Sremmurd,Swang,2016,2010s,"hip hop, pop",75,0.681,0.314,0.166,139.992,0.5531673090226307,0.469
Rihanna,Russian Roulette,2009,2000s,"hip hop, pop, R&B",64,0.48,0.486,0.265,80.051,0.7293210791580196,0.4679
Razorlight,America,2006,2000s,"rock, pop",67,0.447,0.568,0.149,90.933,0.7678130250024706,0.4665
Musiq Soulchild,Love,2000,2000s,"pop, R&B",0,0.569,0.385,0.339,99.738,0.5235201106828737,0.4631
Adele,Someone Like You,2011,2010s,"pop, R&B",4,0.554,0.321,0.288,135.047,0.605939322067398,0.4625
Alex & Sierra,Little Do You Know,2014,2010s,pop,75,0.5,0.292,0.37,145.879,0.5909674869058207,0.4586
Shayne Ward,No Promises,2006,2000s,pop,1,0.5,0.498,0.182,79.798,0.7128668840794545,0.4577
Bruno Mars,When I Was Your Man,2012,2010s,pop,83,0.612,0.28,0.387,72.795,0.5863227591659255,0.4553
Plain White T's,Hey There Delilah,2005,2000s,pop,78,0.656,0.291,0.298,103.971,0.49125407648977176,0.4548
Avril Lavigne,I'm with You,2002,2000s,pop,70,0.457,0.406,0.208,151.95,0.6449253878841783,0.4529
T-Pain,I'm Sprung,2005,2000s,"hip hop, pop, R&B",0,0.722,0.329,0.166,99.991,0.43961853938136175,0.448
Creed,With Arms Wide Open,1999,1990s,"pop, rock, metal",64,0.41,0.539,0.141,138.852,0.5979839905128965,0.4451
Tom Odell,Another Love,2013,2010s,pop,88,0.445,0.537,0.131,122.769,0.5920545508449452,0.4441
Mariah Carey,Thank God I Found You (feat. Joe & 98°),1999,1990s,"pop, R&B",59,0.348,0.532,0.148,129.297,0.7229963435122048,0.4401
