artist,song,year,decade,genre,popularity,danceability,energy,valence,tempo,loudness_norm,hit_formula_score
Post Malone,Congratulations,2016,2010s,hip hop,81,0.63,0.804,0.492,123.146,0.8069473268109497,0.671
Nelly,My Place,2004,2000s,"hip hop, pop, R&B",57,0.6,0.641,0.642,163.153,0.8042790789603717,0.6709
Beyoncé,Beautiful Liar,2007,2000s,"pop, R&B",64,0.764,0.751,0.418,91.977,0.8288368415851369,0.6709
Meghan Trainor,NO,2017,2010s,pop,69,0.557,0.803,0.657,92.134,0.8358039331949797,0.6707
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,2003,2000s,"pop, Dance/Electronic",66,0.793,0.698,0.339,130.017,0.8344698092696906,0.6704
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),2006,2000s,"hip hop, pop, R&B",57,0.772,0.59,0.743,83.998,0.6698784464868069,0.6702
Angie Martinez,If I Could Go! (feat. Lil' Mo & Sacario),2019,2010s,pop,40,0.583,0.643,0.7,195.685,0.643739499950588,0.6701
P!nk,Who Knew,2006,2000s,pop,0,0.688,0.734,0.46,140.004,0.7878742958790395,0.6701
Bruno Mars,Marry You,2010,2010s,pop,75,0.621,0.82,0.452,144.905,0.7732483446980927,0.6701
Fall Out Boy,Thnks fr th Mmrs,2007,2000s,rock,76,0.459,0.891,0.588,154.837,0.7637612412293705,0.67
Big Sean,I Don't Fuck With You,2015,2010s,"hip hop, pop",75,0.824,0.733,0.395,97.972,0.7431564383832394,0.6699
Lil Uzi Vert,XO Tour Llif3,2017,2010s,hip hop,81,0.732,0.75,0.401,155.096,0.6990809368514675,0.6697
Taylor Swift,22,2012,2010s,pop,68,0.661,0.729,0.668,103.987,0.6894455973910465,0.6696
Yung Joc,It's Goin' Down (feat. Nitti),2006,2000s,"hip hop, pop",66,0.888,0.577,0.609,84.003,0.6330665085482755,0.6694
Alex Gaudino,Destination Calabria - Radio Edit,2007,2000s,Dance/Electronic,73,0.627,0.954,0.312,128.016,0.7762624765293012,0.6694
Jordin Sparks,Tattoo,2007,2000s,"pop, R&B",54,0.566,0.766,0.547,168.005,0.764798893171262,0.6694
Eminem,Crack A Bottle,2009,2000s,hip hop,70,0.516,0.874,0.391,169.561,0.8865994663504297,0.6693
will.i.am,Scream & Shout,2013,2010s,"hip hop, pop",78,0.772,0.685,0.501,130.033,0.6752149421879632,0.6693
Ashanti,Foolish,2002,2000s,"hip hop, pop, R&B",70,0.665,0.695,0.707,90.119,0.7288763711829233,0.669
Sheppard,Geronimo,2014,2010s,"pop, rock, Dance/Electronic",0,0.707,0.771,0.437,142.016,0.703577428599664,0.6688
Calvin Harris,Outside (feat. Ellie Goulding),2014,2010s,"hip hop, pop, Dance/Electronic",78,0.646,0.823,0.418,128.035,0.8099120466449253,0.6687
MGMT,Little Dark Age,2018,2010s,rock,81,0.705,0.712,0.62,97.512,0.7094574562703825,0.6687
Cassie,Me & U,2006,2000s,"pop, R&B",73,0.803,0.454,0.739,99.99,0.7763613005237672,0.6686
DJ Khaled,No Brainer,2018,2010s,"hip hop, pop",67,0.552,0.76,0.639,135.702,0.7811048522581283,0.6684
Montell Jordan,Get It On Tonite,1999,1990s,"hip hop, pop, R&B",59,0.813,0.491,0.868,99.008,0.5233224626939421,0.6683
Philip George,Wish You Were Mine - Radio Edit,2014,2010s,"pop, Dance/Electronic",65,0.654,0.832,0.407,123.002,0.8078861547583754,0.6683
Ne-Yo,Beautiful Monster,2010,2010s,"pop, R&B",57,0.708,0.771,0.494,128.013,0.6682478505781203,0.6682
Ashley O,On A Roll,2019,2010s,set(),57,0.736,0.81,0.387,125.011,0.6996738808182627,0.6682
Kent Jones,Don't Mind,2016,2010s,hip hop,63,0.464,0.771,0.69,158.777,0.7911354876964126,0.668
Kodak Black,ZEZE (feat. Travis Scott & Offset),2018,2010s,hip hop,77,0.861,0.603,0.504,98.043,0.7276410712521,0.668
Avicii,Waiting For Love,2015,2010s,"pop, Dance/Electronic",79,0.579,0.736,0.613,127.999,0.8227591659254867,0.6677
Scooter,The Logical Song,2013,2010s,"pop, Dance/Electronic",46,0.527,0.933,0.493,144.043,0.7034786046051981,0.6675
Jason Derulo,The Other Side,2013,2010s,"hip hop, pop",50,0.561,0.836,0.517,127.923,0.8190038541357841,0.6675
Afroman,Because I Got High,2001,2000s,hip hop,68,0.802,0.341,0.849,166.01,0.5906710149224231,0.6673
Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,2003,2000s,"hip hop, pop",54,0.772,0.724,0.518,84.038,0.7270975392825378,0.6673
Wale,Bad (feat. Rihanna) - Remix,2013,2010s,"hip hop, pop, R&B",61,0.807,0.702,0.447,114.038,0.6878150014823599,0.6672
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),2016,2010s,pop,75,0.803,0.585,0.593,105.017,0.7240339954540962,0.6669
Eamon,Fuck It (I Don't Want You Back),2004,2000s,set(),64,0.828,0.653,0.575,68.507,0.7050597885166517,0.6667
Enrique Iglesias,Tonight (I'm Fuckin' You),2010,2010s,"pop, latin",63,0.648,0.89,0.321,125.953,0.8168791382547683,0.6666
DJ Fresh,Gold Dust - Radio Edit,2010,2010s,"pop, Dance/Electronic",63,0.451,0.948,0.295,176.985,0.9770728332839214,0.6664
Logic,Everyday,2018,2010s,"hip hop, pop",69,0.667,0.741,0.422,149.908,0.8110979345785156,0.6664
Chris Brown,With You,2007,2000s,"hip hop, pop, R&B",70,0.662,0.693,0.655,86.009,0.8012649471291631,0.666
Natalie La Rose,Somebody,2014,2010s,set(),66,0.83,0.52,0.735,104.99,0.5830615673485522,0.666
LMFAO,Party Rock Anthem,2011,2010s,"hip hop, pop, Dance/Electronic",73,0.751,0.736,0.352,130.014,0.8076885067694436,0.6659
Cardi B,Please Me,2019,2010s,"hip hop, pop",73,0.747,0.57,0.65,133.992,0.6820337978061073,0.6659
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,2012,2010s,"pop, Dance/Electronic",68,0.509,0.79,0.638,127.946,0.8267615377013539,0.6658
Jim Jones,We Fly High,2006,2000s,"hip hop, pop",0,0.685,0.8,0.483,120.226,0.6892973613993477,0.6656
Holly Valance,Kiss Kiss,2002,2000s,"pop, Dance/Electronic",54,0.705,0.717,0.554,97.036,0.7693447969166914,0.6655
Linkin Park,Breaking the Habit,2003,2000s,"rock, metal",68,0.579,0.849,0.581,100.021,0.755805909674869,0.6655
Saving Abel,Addicted,2008,2000s,"rock, metal",69,0.512,0.864,0.527,138.018,0.808775570708568,0.6653
Dirty Vegas,Days Go By,2002,2000s,Dance/Electronic,48,0.786,0.853,0.309,126.99,0.6048028461310406,0.6651
Bastille,Pompeii,2013,2010s,"pop, rock",74,0.679,0.715,0.571,127.435,0.6982409328985077,0.6651
Trey Songz,Can't Help but Wait,2007,2000s,"hip hop, pop, R&B",62,0.699,0.699,0.611,94.977,0.7387093586322759,0.6649
Fergie,Clumsy,2006,2000s,"pop, R&B",58,0.731,0.563,0.452,184.009,0.8137167704318609,0.6645
The All-American Rejects,Dirty Little Secret,2005,2000s,"rock, pop",65,0.469,0.955,0.462,143.853,0.8034884870046447,0.6643
The All-American Rejects,Dirty Little Secret,2005,2000s,"rock, pop",65,0.469,0.955,0.462,143.853,0.8034884870046447,0.6643
LL Cool J,Headsprung,2004,2000s,"hip hop, pop, R&B",56,0.718,0.786,0.465,99.916,0.729024607174622,0.6642
Clean Bandit,Solo (feat. Demi Lovato),2018,2010s,"pop, Dance/Electronic",71,0.737,0.636,0.565,105.005,0.7890107718153968,0.664
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,2007,2000s,"hip hop, pop",59,0.584,0.681,0.821,79.702,0.7624271173040814,0.6639
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,2010,2010s,"pop, Dance/Electronic",0,0.515,0.837,0.52,126.026,0.8875382942978556,0.6639
Selena Gomez,The Heart Wants What It Wants,2014,2010s,pop,58,0.616,0.789,0.621,83.066,0.7728036367229963,0.6637
Selena Gomez,The Heart Wants What It Wants,2014,2010s,pop,64,0.616,0.789,0.621,83.066,0.7728036367229963,0.6637
Ludacris,My Chick Bad,2010,2010s,"hip hop, pop",68,0.624,0.723,0.757,84.789,0.6785255460025694,0.6635
Fergie,London Bridge,2006,2000s,"pop, R&B",57,0.769,0.609,0.633,90.951,0.7224033995454096,0.6634
J. Holiday,Bed,2007,2000s,"hip hop, pop, R&B, Dance/Electronic",64,0.684,0.606,0.723,127.901,0.6545113153473663,0.6634
Chris Brown,Loyal (feat. Lil Wayne & Tyga),2014,2010s,"hip hop, pop, R&B",72,0.841,0.522,0.616,99.059,0.7189939717363375,0.6634
Baby Bash,Suga Suga,2003,2000s,"hip hop, pop, R&B, latin",73,0.662,0.748,0.535,82.331,0.8633758276509537,0.6633
Baby Bash,Suga Suga,2003,2000s,"hip hop, pop, R&B, latin",73,0.662,0.748,0.535,82.331,0.8633758276509537,0.6633
Lemar,If There's Any Justice,2004,2000s,R&B,46,0.706,0.665,0.639,89.993,0.7493823500345884,0.6633
Fall Out Boy,Centuries,2015,2010s,rock,80,0.393,0.858,0.56,176.042,0.8719241031722503,0.6632
Zedd,I Want You To Know,2015,2010s,"hip hop, pop, Dance/Electronic",0,0.561,0.877,0.375,130.003,0.9041901373653523,0.6632
Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],2001,2000s,Dance/Electronic,54,0.464,0.922,0.695,129.078,0.5986263464769246,0.663
Flo Rida,Low (feat. T-Pain),2008,2000s,"hip hop, pop",80,0.918,0.609,0.304,128.008,0.7349540468425734,0.6627
Leona Lewis,Better in Time,2007,2000s,"pop, R&B",67,0.584,0.7,0.549,163.953,0.8035873109991105,0.6625
Mark Ronson,Stop Me (feat. Daniel Merriweather),2007,2000s,pop,46,0.626,0.906,0.346,118.035,0.7994861152287775,0.6624
P!nk,So What,2008,2000s,pop,76,0.534,0.87,0.462,126.019,0.8615475837533353,0.6623
Avril Lavigne,Sk8er Boi,2002,2000s,pop,75,0.487,0.9,0.484,149.937,0.7953849194584446,0.6622
Ying Yang Twins,Salt Shaker,2003,2000s,"hip hop, pop",61,0.884,0.697,0.322,101.965,0.7160786638995948,0.6622
Axwell /\ Ingrosso,More Than You Know,2017,2010s,"pop, Dance/Electronic",0,0.645,0.741,0.534,123.07,0.7671212570412096,0.6622
Nickelback,Someday,2003,2000s,"rock, metal",68,0.455,0.858,0.597,163.118,0.7340152188951478,0.6621
Boys Like Girls,Love Drunk,2009,2000s,pop,64,0.44,0.976,0.412,150.005,0.857001680007906,0.662
Arctic Monkeys,Brianstorm,2007,2000s,rock,67,0.42,0.974,0.463,165.182,0.7811048522581283,0.6619
Rihanna,Bitch Better Have My Money,2015,2010s,"hip hop, pop, R&B",73,0.781,0.728,0.395,102.99,0.7675165530190731,0.6619
Kelly Clarkson,Miss Independent,2003,2000s,"pop, R&B",47,0.656,0.615,0.592,175.943,0.6994268208320981,0.6618
Ellie Goulding,Starry Eyed,2010,2010s,"pop, rock, Dance/Electronic",54,0.504,0.814,0.596,149.967,0.7494811740290542,0.6613
Avicii,Levels - Radio Edit,2011,2010s,"pop, Dance/Electronic",77,0.584,0.889,0.464,126.04,0.720081035675462,0.6613
Lady Gaga,Paparazzi,2008,2000s,pop,70,0.762,0.692,0.397,114.906,0.8173238462298646,0.6611
Flo Rida,Wild Ones (feat. Sia),2012,2010s,"hip hop, pop",77,0.608,0.86,0.437,127.075,0.7505682379681786,0.6609
Puddle Of Mudd,Blurry,2001,2000s,"rock, metal",64,0.432,0.936,0.499,157.469,0.7894554797904931,0.6606
KT Tunstall,Suddenly I See,2005,2000s,"World/Traditional, pop, Folk/Acoustic",71,0.587,0.767,0.664,100.38,0.7313469710445696,0.6605
Rihanna,SOS,2006,2000s,"hip hop, pop, R&B",73,0.677,0.671,0.527,137.046,0.7712718648087755,0.6605
Zedd,The Middle,2018,2010s,"hip hop, pop, Dance/Electronic",80,0.753,0.657,0.437,107.01,0.8623875877062951,0.6604
Adele,Rumour Has It,2011,2010s,"pop, R&B",0,0.612,0.748,0.574,120.052,0.7658859571103864,0.6603
Boys Like Girls,The Great Escape,2007,2000s,pop,62,0.423,0.94,0.505,149.934,0.8153967783377803,0.6602
Usher,OMG (feat. will.i.am),2010,2010s,"hip hop, pop, R&B",73,0.781,0.745,0.326,129.998,0.7265540073129756,0.6597
Selena Gomez,Wolves,2017,2010s,pop,78,0.724,0.804,0.306,124.987,0.7856507560035576,0.6597
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,2005,2000s,"hip hop, pop",41,0.905,0.55,0.52,100.813,0.6401818361498172,0.6594
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016,2010s,pop,68,0.632,0.702,0.523,162.958,0.7211186876173534,0.6593
Jay Sean,Down,2009,2000s,"hip hop, pop, R&B",3,0.657,0.695,0.683,65.997,0.791629607668742,0.6592
Jay Sean,Down,2009,2000s,"hip hop, pop, R&B",3,0.657,0.695,0.683,65.997,0.791629607668742,0.6592
Imagine Dragons,Whatever It Takes,2017,2010s,rock,80,0.672,0.655,0.556,134.945,0.7655400731297558,0.6589
Drake,Forever,2009,2000s,"hip hop, pop, R&B",73,0.457,0.906,0.54,104.02,0.9010771815396779,0.6588
The Game,My Life,2008,2000s,"hip hop, pop",60,0.673,0.766,0.382,148.113,0.7656883091214547,0.6587
Anastacia,Sick and Tired,1999,1990s,pop,56,0.598,0.868,0.47,99.848,0.7887142998319993,0.6586
Clean Bandit,Rather Be (feat. Jess Glynne),2014,2010s,"pop, Dance/Electronic",72,0.799,0.586,0.549,120.97,0.6808479098725171,0.6586
The Neighbourhood,Sweater Weather,2013,2010s,"rock, pop",89,0.612,0.807,0.398,124.053,0.8747899990117601,0.6582
Dua Lipa,Hotter Than Hell,2017,2010s,pop,65,0.532,0.868,0.529,110.127,0.804624962941002,0.6582
Kandi,Don't Think I'm Not,2000,2000s,"pop, R&B",55,0.859,0.622,0.433,134.007,0.608656981915209,0.6581
Lady Gaga,Born This Way,2011,2010s,pop,72,0.587,0.828,0.494,123.907,0.7612412293704911,0.658
ZHU,Faded,2014,2010s,Dance/Electronic,49,0.861,0.475,0.599,124.96,0.6581183911453701,0.658
Disturbing Tha Peace,Move Bitch,2002,2000s,"hip hop, pop",59,0.777,0.751,0.191,177.894,0.7323846229864611,0.6579
Kelly Clarkson,My Life Would Suck Without You,2009,2000s,"pop, R&B",68,0.526,0.882,0.424,144.982,0.815693250321178,0.6579
Jax Jones,All Day And Night,2019,2010s,"hip hop, pop, Dance/Electronic",60,0.585,0.782,0.521,121.908,0.8109991105840498,0.6578
Baby Boy Da Prince,The Way I Live - Main Explicit,2006,2000s,"hip hop, pop",59,0.88,0.438,0.714,90.02,0.6399841881608854,0.6573
JoJo,Too Little Too Late,2006,2000s,"hip hop, pop, R&B",48,0.535,0.823,0.685,83.001,0.7498764700069176,0.6572
Russ Millions,Keisha & Becky - Remix,2019,2010s,pop,69,0.863,0.471,0.644,140.969,0.5420001976479889,0.6572
B.o.B,Airplanes (feat. Hayley Williams of Paramore),2010,2010s,"hip hop, pop",74,0.66,0.867,0.377,93.033,0.801907303093191,0.657
Madonna,Sorry,2005,2000s,pop,61,0.589,0.877,0.443,132.971,0.7058503804723787,0.6569
Blake Shelton,Sure Be Cool If You Did,2013,2010s,country,56,0.576,0.726,0.582,136.802,0.7851072240339955,0.6569
Five,Let's Dance - Radio Edit,2001,2000s,pop,47,0.631,0.821,0.547,118.007,0.6256052969661033,0.6568
Yo Gotti,Rake It Up (feat. Nicki Minaj),2017,2010s,"hip hop, pop",67,0.91,0.444,0.53,149.953,0.612115821721514,0.6568
Katy Perry,Roar,2013,2010s,pop,73,0.554,0.772,0.455,179.984,0.7754224725763416,0.6565
Pretty Ricky,Your Body,2005,2000s,"hip hop, pop, R&B",59,0.838,0.594,0.507,90.038,0.7322363869947623,0.6562
The Strokes,Reptilia,2003,2000s,rock,74,0.489,0.649,0.77,158.009,0.7611424053760253,0.6561
Twista,Slow Jamz,2004,2000s,"hip hop, pop, R&B",72,0.559,0.733,0.611,145.115,0.7340152188951478,0.6558
Lloyd,You,2007,2000s,"hip hop, pop, R&B",70,0.412,0.876,0.703,130.159,0.7167704318608559,0.6558
Avicii,Wake Me Up,2013,2010s,"pop, Dance/Electronic",6,0.532,0.783,0.643,124.08,0.7321375630002965,0.6558
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",2007,2000s,rock,68,0.435,0.887,0.408,199.935,0.8125308824982705,0.6557
David Guetta,Memories (feat. Kid Cudi),2010,2010s,"hip hop, pop, Dance/Electronic",76,0.546,0.916,0.375,129.983,0.8193497381164148,0.6557
Nick Jonas,Jealous - Remix,2014,2010s,pop,0,0.685,0.709,0.504,93.047,0.8368415851368712,0.6556
The Veronicas,Untouched,2005,2000s,"pop, Dance/Electronic",58,0.557,0.783,0.442,177.008,0.7718648087755706,0.6555
The Chainsmokers,Don't Let Me Down,2016,2010s,"pop, Dance/Electronic",79,0.532,0.869,0.422,159.803,0.7619329973317521,0.6554
Faith Evans,I Love You,2001,2000s,"hip hop, pop, R&B",53,0.489,0.757,0.567,168.004,0.8129261784761339,0.6553
One Direction,One Way or Another (Teenage Kicks),2013,2010s,pop,66,0.489,0.867,0.409,162.131,0.8594228678723195,0.6552
Avicii,Without You (feat. Sandro Cavazza),2017,2010s,"pop, Dance/Electronic",77,0.662,0.858,0.295,133.993,0.7742859966399841,0.6552
Avril Lavigne,Don't Tell Me,2004,2000s,pop,58,0.523,0.795,0.484,144.106,0.8693546793161381,0.6549
Kiesza,Hideaway,2014,2010s,"pop, Dance/Electronic",64,0.838,0.72,0.203,122.993,0.8093191026781301,0.6549
Snow Patrol,You're All I Have,2006,2000s,"World/Traditional, rock, pop",35,0.467,0.921,0.501,132.013,0.7886154758375333,0.6548
Stormzy,Vossi Bop,2019,2010s,"hip hop, Dance/Electronic",64,0.682,0.653,0.428,188.115,0.7141021840102776,0.6546
G.R.L.,Ugly Heart,2014,2010s,pop,64,0.65,0.786,0.446,124.96,0.7424646704219785,0.6545
Years & Years,King,2015,2010s,"pop, Dance/Electronic",0,0.559,0.848,0.466,119.977,0.8098132226504595,0.6544
Migos,Bad and Boujee (feat. Lil Uzi Vert),2017,2010s,"hip hop, pop",72,0.926,0.666,0.168,127.079,0.7510623579405079,0.6541
Lifehouse,Hanging By A Moment,2000,2000s,"pop, rock, metal",61,0.537,0.858,0.502,124.599,0.7713706888032414,0.654
Tweet,Oops (Oh My) [feat. Missy Elliott],2002,2000s,"hip hop, pop, R&B",64,0.66,0.536,0.775,159.963,0.5795039035477814,0.6539
Nelly,Dilemma,2002,2000s,"hip hop, pop, R&B",77,0.727,0.552,0.607,168.189,0.6146852455776263,0.6538
Aaliyah,More Than A Woman,2002,2000s,"hip hop, pop, R&B",42,0.646,0.638,0.74,86.994,0.726899891293606,0.6538
NF,Let You Down,2017,2010s,"hip hop, pop",79,0.662,0.714,0.464,147.997,0.7329775669532562,0.6538
A Boogie Wit da Hoodie,Look Back at It,2018,2010s,hip hop,73,0.791,0.587,0.536,96.057,0.7628718252791779,0.6537
Kanye West,Diamonds From Sierra Leone - Remix,2005,2000s,hip hop,61,0.672,0.814,0.379,97.043,0.8274533056626149,0.6535
Fatman Scoop,Be Faithful,2009,2000s,hip hop,49,0.649,0.713,0.629,101.129,0.6930526731890503,0.6533
Electric Six,Danger! High Voltage - Soulchild Radio Mix,2003,2000s,rock,0,0.66,0.698,0.511,123.005,0.7803142603024014,0.6532
Bruno Mars,It Will Rain,2011,2010s,pop,74,0.576,0.835,0.476,150.017,0.6763514181243205,0.6532
Avant,Separated,2000,2000s,"pop, R&B",55,0.798,0.48,0.643,108.241,0.7387093586322759,0.6529
Kanye West,Touch The Sky,2005,2000s,hip hop,73,0.552,0.846,0.554,98.56,0.7709259808281451,0.6528
The Weeknd,Starboy,2016,2010s,"pop, R&B",0,0.681,0.594,0.535,186.054,0.6663701946832692,0.6528
Kaiser Chiefs,I Predict A Riot,2005,2000s,rock,63,0.395,0.979,0.41,158.842,0.853493428204368,0.6527
Jeremih,Down On Me,2010,2010s,"hip hop, pop, R&B",72,0.7,0.598,0.594,160.041,0.6290641367724082,0.6527
Wiz Khalifa,Roll Up,2011,2010s,"hip hop, pop",63,0.523,0.805,0.602,125.358,0.7432058503804724,0.6527
Bruno Mars,Just the Way You Are,2010,2010s,pop,77,0.635,0.841,0.424,109.021,0.7478505781203676,0.6522
Major Lazer,Lean On (feat. MØ & DJ Snake),2015,2010s,"hip hop, pop, Dance/Electronic",73,0.723,0.809,0.274,98.007,0.8613993477616365,0.6522
MARINA,Primadonna,2012,2010s,"pop, Dance/Electronic",78,0.66,0.689,0.427,127.98,0.8816582666271371,0.6519
The Chemical Brothers,Galvanize,2005,2000s,Dance/Electronic,63,0.745,0.714,0.365,104.003,0.8317521494218796,0.6518
Lily Allen,Smile,2006,2000s,pop,68,0.632,0.639,0.733,95.506,0.7202292716671608,0.6517
Ciara,Like a Boy,2006,2000s,"pop, R&B",68,0.701,0.724,0.425,132.035,0.7294693151497182,0.6517
Melanie C,Never Be The Same Again,1999,1990s,"pop, Dance/Electronic",61,0.689,0.685,0.398,160.067,0.7590176894950095,0.6514
Demi Lovato,Heart Attack,2013,2010s,pop,79,0.504,0.785,0.502,173.968,0.7763613005237672,0.6513
Foo Fighters,The Pretender,2007,2000s,"rock, metal",78,0.433,0.959,0.365,172.984,0.8140132424152584,0.6512
Liam Payne,Strip That Down,2017,2010s,pop,1,0.869,0.485,0.527,106.028,0.7371775867180552,0.6509
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),2002,2000s,"hip hop, pop",68,0.648,0.759,0.518,85.996,0.800424943176203,0.6508
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),2002,2000s,"hip hop, pop",68,0.648,0.759,0.518,85.996,0.800424943176203,0.6508
A1,Caught in the Middle,2001,2000s,pop,53,0.519,0.874,0.572,96.072,0.7605494614092302,0.6507
Playboi Carti,Magnolia,2017,2010s,hip hop,77,0.791,0.582,0.443,162.991,0.6517936554995553,0.6507
T.I.,Whatever You Like,2008,2000s,"hip hop, pop",74,0.68,0.687,0.467,150.053,0.7091609842869849,0.6506
T.I.,Whatever You Like,2008,2000s,"hip hop, pop",74,0.68,0.687,0.467,150.053,0.7091609842869849,0.6506
Kings of Leon,Sex on Fire,2008,2000s,rock,80,0.542,0.905,0.374,153.398,0.7343116908785453,0.6505
Kings of Leon,Sex on Fire,2008,2000s,rock,80,0.542,0.905,0.374,153.398,0.7343116908785453,0.6505
Robyn,Dancing On My Own,2010,2010s,"pop, Dance/Electronic",0,0.687,0.865,0.261,117.015,0.7832295681391441,0.6505
Jason Derulo,Wiggle (feat. Snoop Dogg),2013,2010s,"hip hop, pop",66,0.697,0.621,0.721,81.946,0.6733866982903449,0.6505
Shawn Mendes,Treat You Better,2017,2010s,pop,82,0.444,0.819,0.747,82.695,0.8121355865204072,0.6505
Tones And I,Dance Monkey,2019,2010s,pop,78,0.824,0.588,0.513,98.027,0.697400928945548,0.6504
Red Hot Chili Peppers,Snow (Hey Oh),2006,2000s,rock,79,0.427,0.9,0.599,104.655,0.8320980334025101,0.65
Carrie Underwood,Blown Away,2012,2010s,"pop, country",63,0.531,0.843,0.392,136.991,0.8866982903448958,0.65
Switchfoot,Meant to Live,2003,2000s,"rock, pop",61,0.397,0.903,0.556,151.551,0.787478999901176,0.6499
50 Cent,Ayo Technology,2007,2000s,"hip hop, pop",67,0.63,0.782,0.418,140.144,0.7448364462891589,0.6499
The Vamps,All Night,2017,2010s,pop,73,0.538,0.804,0.507,144.992,0.7569917976084594,0.6498
Linkin Park,What I've Done,2007,2000s,"rock, metal",77,0.623,0.93,0.287,120.119,0.7524953058602628,0.6497
Madonna,American Pie,2000,2000s,pop,58,0.631,0.734,0.591,124.036,0.6440359719339855,0.6496
Far East Movement,Like A G6,2010,2010s,"hip hop, pop",73,0.435,0.837,0.778,124.913,0.612115821721514,0.6496
Britney Spears,Till the World Ends,2011,2010s,pop,65,0.693,0.705,0.45,131.951,0.7296669631386501,0.6496
Mabel,Don't Call Me Up,2019,2010s,"pop, Dance/Electronic",77,0.674,0.881,0.234,98.994,0.8726652831307441,0.6496
Gorillaz,Clint Eastwood,2001,2000s,hip hop,74,0.663,0.694,0.525,167.953,0.5873604111078169,0.6495
Blue,If You Come Back,2001,2000s,pop,58,0.582,0.707,0.701,78.375,0.7919260796521396,0.6495
U2,Vertigo,2004,2000s,"World/Traditional, rock",64,0.416,0.819,0.632,140.083,0.8172744342326317,0.6486
Jason Derulo,Trumpets,2013,2010s,"hip hop, pop",53,0.627,0.703,0.64,81.897,0.7723095167506671,0.6486
Taylor Swift,Cruel Summer,2019,2010s,pop,78,0.552,0.702,0.564,169.994,0.7316434430279671,0.6486
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,2014,2010s,"hip hop, pop, Dance/Electronic",63,0.596,0.738,0.461,127.961,0.8600158118391146,0.6485
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",2009,2000s,"pop, Dance/Electronic",54,0.451,0.873,0.589,119.918,0.7808577922719636,0.6484
Chris Brown,New Flame (feat. Usher & Rick Ross),2014,2010s,"hip hop, pop, R&B",67,0.702,0.629,0.446,141.967,0.8015614191125606,0.6483
K'NAAN,Wavin' Flag,2009,2000s,set(),57,0.625,0.699,0.717,75.974,0.6966103369898211,0.6481
Nickelback,Photograph,2005,2000s,"rock, metal",67,0.515,0.876,0.385,145.916,0.82804624962941,0.6477
3 Doors Down,Kryptonite,2000,2000s,"pop, rock, metal",78,0.545,0.865,0.543,99.009,0.7315940310307343,0.6476
Madonna,Don't Tell Me,2000,2000s,pop,53,0.699,0.618,0.679,99.965,0.6510524755410613,0.6476
Meek Mill,Going Bad (feat. Drake),2018,2010s,"hip hop, pop",78,0.889,0.496,0.544,86.003,0.6991303488487004,0.6474
Jennifer Lopez,Get Right,2005,2000s,"hip hop, pop, R&B",65,0.741,0.759,0.362,97.084,0.7618341733372863,0.6473
Daughtry,It's Not Over,2016,2010s,"pop, rock, metal",45,0.45,0.921,0.413,145.959,0.8418816088546299,0.6471
OneRepublic,Counting Stars,2014,2010s,pop,62,0.663,0.705,0.477,122.014,0.7679612609941693,0.6468
Eminem,Sing For The Moment,2002,2000s,hip hop,71,0.668,0.824,0.185,163.961,0.8078861547583754,0.6466
Rae Sremmurd,Black Beatles,2016,2010s,"hip hop, pop",75,0.794,0.632,0.355,145.926,0.709111572289752,0.6465
50 Cent,Outta Control - Remix,2005,2000s,"hip hop, pop",60,0.772,0.599,0.557,92.029,0.7173633758276509,0.6464
Gorgon City,Ready For Your Love,2014,2010s,"pop, Dance/Electronic",61,0.677,0.753,0.471,121.939,0.6658760747109398,0.6464
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),2012,2010s,"hip hop, pop",1,0.781,0.526,0.662,94.992,0.668494910564285,0.646
The Chainsmokers,Closer,2016,2010s,"pop, Dance/Electronic",83,0.748,0.524,0.661,95.01,0.7369799387291234,0.6457
Clean Bandit,Symphony (feat. Zara Larsson),2017,2010s,"pop, Dance/Electronic",0,0.718,0.609,0.497,122.95,0.7814507362387587,0.6457
The Pussycat Dolls,I Hate This Part,2008,2000s,"pop, R&B",64,0.756,0.612,0.452,111.572,0.7976578713311593,0.6456
The Pussycat Dolls,I Hate This Part,2008,2000s,"pop, R&B",64,0.756,0.612,0.452,111.572,0.7976578713311593,0.6456
Years & Years,Shine,2015,2010s,"pop, Dance/Electronic",55,0.667,0.716,0.493,108.002,0.7562012056527324,0.6451
Dua Lipa,IDGAF,2017,2010s,pop,78,0.836,0.544,0.51,97.028,0.7184010277695424,0.6451
